OG0007246	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007247	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007249	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007250	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007251	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007252	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007254	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007256	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007257	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007258	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007259	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007261	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007262	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007263	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007266	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007267	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007268	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007269	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007270	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007273	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007276	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007277	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007281	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007283	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007284	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007285	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007287	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007291	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007292	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007293	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007295	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007296	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0007298	1	1	1	1	1	1	1	1	1	1	1	1	1
